"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","direction"
"METTL16",1370.20927430207,-0.790710049168968,0.0797135399064617,-9.91939449805907,3.42829571120208e-23,4.27200421666142e-22,"Tidak Signfikan","Tidak Signifikan"
"WNK1",5881.96258713438,0.567631168372106,0.0572284755408456,9.91868406431639,3.45278211736553e-23,4.29926221134297e-22,"Tidak Signfikan","Tidak Signifikan"
"ANKRD12",2365.21335117294,0.645092801056353,0.065060695653336,9.91524598036288,3.5737506473788e-23,4.44652376466382e-22,"Tidak Signfikan","Tidak Signifikan"
"PITHD1",1828.12401614281,0.698890507120525,0.0704885798073338,9.91494663434559,3.58447957523316e-23,4.45650440241035e-22,"Tidak Signfikan","Tidak Signifikan"
"SUV420H1",1004.70332711076,-0.889722119974818,0.0897692321216613,-9.91121455477091,3.72094951975e-23,4.62268302223432e-22,"Tidak Signfikan","Tidak Signifikan"
"CST7",109.152612722729,-4.81154282523757,0.485581350834681,-9.9088295235533,3.81084364853928e-23,4.73079165147851e-22,"Signifikan","Turun"
"MYCBP2",3611.56396933313,0.625002458049179,0.0630797333471827,9.90813411669398,3.83745674808914e-23,4.76023930145406e-22,"Tidak Signfikan","Tidak Signifikan"
"MT-ND1",12087.0963210088,0.583498024271483,0.0588924802566762,9.90785278066695,3.84827563634093e-23,4.76880173276223e-22,"Tidak Signfikan","Tidak Signifikan"
"MDH2",5828.79379862799,-0.527418131640765,0.0532325962438061,-9.90780403092085,3.85015339459389e-23,4.76880173276223e-22,"Tidak Signfikan","Tidak Signifikan"
"LINC00863",180.728613726146,1.89532125054891,0.191307065739999,9.90722032778865,3.8727072407533e-23,4.79313036767219e-22,"Signifikan","Naik"
"SMG1",6532.62806501416,0.570594340862691,0.0576209326867071,9.90255301775643,4.05781660704229e-23,5.01846124481766e-22,"Tidak Signfikan","Tidak Signifikan"
"RANBP9",4208.59495056859,0.560191652005401,0.0565745569439667,9.9018301205652,4.0872603286414e-23,5.05108050073319e-22,"Tidak Signfikan","Tidak Signifikan"
"DCPS",368.448829911344,-1.44440942907792,0.145879463549147,-9.90138977712449,4.10529915529707e-23,5.06956709642498e-22,"Signifikan","Turun"
"OXR1",1168.6877089104,-0.841036902355023,0.0849453599061646,-9.90091634533163,4.12478139558027e-23,5.08980708790456e-22,"Tidak Signfikan","Tidak Signifikan"
"AKT3",179.885426037167,-2.10810689205306,0.213107254722156,-9.89223428738529,4.498733353073e-23,5.54708986703631e-22,"Signifikan","Turun"
"NME1",511.443529925186,-2.33600027352174,0.236290399906537,-9.88614126704143,4.78102534738564e-23,5.89075286252358e-22,"Signifikan","Turun"
"CD55",269.427419087867,-1.86851893328522,0.189024831092687,-9.88504485090112,4.83365303563251e-23,5.95114155718375e-22,"Signifikan","Turun"
"ARHGAP19",3143.25862144994,-0.628145795981582,0.0635462591555245,-9.88485875217681,4.84264248768802e-23,5.95775321299196e-22,"Tidak Signfikan","Tidak Signifikan"
"SEC16A",3968.45391032538,0.6860242662267,0.0694167236120666,9.88269440748208,4.94841414057612e-23,6.08333421717875e-22,"Tidak Signfikan","Tidak Signifikan"
"RNF20",1570.55418901874,0.736027191859836,0.0744962745760831,9.88005368118281,5.08056859619813e-23,6.24113728821025e-22,"Tidak Signfikan","Tidak Signifikan"
"FAM195A",609.693890009273,-1.15902398912505,0.11733305151215,-9.878069087848,5.18218131810459e-23,6.36121451732436e-22,"Signifikan","Turun"
"NMI",811.673082046895,-1.01144627983195,0.102423890390541,-9.87510117000358,5.33790683662364e-23,6.54748766301503e-22,"Signifikan","Turun"
"XRCC4",329.074502201824,-1.47170118801422,0.149063165295203,-9.87300373703779,5.45074354854942e-23,6.68091508210514e-22,"Signifikan","Turun"
"LIMD2",665.709017350459,-1.06014401909074,0.107423035733017,-9.86887041365645,5.6800631880657e-23,6.95680953413315e-22,"Signifikan","Turun"
"TARSL2",394.529629095482,1.36971456874251,0.138833332566167,9.86589130596367,5.85124440247744e-23,7.16114008246699e-22,"Signifikan","Naik"
"MAPK1",4874.42339247288,0.549569432748449,0.0557129115226384,9.86431004463188,5.94416942829786e-23,7.2694630727497e-22,"Tidak Signfikan","Tidak Signifikan"
"MYH9",23141.0777244539,0.432943938777342,0.0438926096605327,9.86370922407551,5.97985923913127e-23,7.30768099000296e-22,"Tidak Signfikan","Tidak Signifikan"
"PIGK",808.295255734076,-0.978805626144613,0.0992795900708534,-9.85908206758371,6.26192271473995e-23,7.64669954060344e-22,"Tidak Signfikan","Tidak Signifikan"
"TULP3",1111.35200629289,0.816433734813939,0.0828248474213863,9.85735271759917,6.37068866175147e-23,7.77375137591482e-22,"Tidak Signfikan","Tidak Signifikan"
"ZFYVE16",946.553616473996,0.894549679837039,0.0907522273644055,9.85705481635259,6.38961283012849e-23,7.79106791087001e-22,"Tidak Signfikan","Tidak Signifikan"
"GNG2",1456.60672526718,-0.764825214584212,0.0776343043745544,-9.85163995151213,6.74345463586305e-23,8.21643277283062e-22,"Tidak Signfikan","Tidak Signifikan"
"BRCA2",2399.43808030046,0.69992422874156,0.0710785073360959,9.84719931486401,7.04805750843978e-23,8.58121853893693e-22,"Tidak Signfikan","Tidak Signifikan"
"URB2",840.823452245244,-0.979392635741155,0.0995241470225568,-9.84075387774164,7.51456152577814e-23,9.14243882304759e-22,"Tidak Signfikan","Tidak Signifikan"
"VEZT",2616.02121340134,0.626186580529802,0.0636761064512148,9.83393325107829,8.04152886670594e-23,9.77633727288378e-22,"Tidak Signfikan","Tidak Signifikan"
"CDC5L",2859.32037451382,0.625489741955869,0.0636243041600831,9.83098754812461,8.28027698686534e-23,1.00591615852982e-21,"Tidak Signfikan","Tidak Signifikan"
"PARL",1811.24693393541,-0.726481849100769,0.073900240448845,-9.83057490325288,8.31427726756439e-23,1.00930175590986e-21,"Tidak Signfikan","Tidak Signifikan"
"CHTF8",1921.86500901057,0.729534837873425,0.0742347570877374,9.82740250649968,8.58032713793663e-23,1.04083098760188e-21,"Tidak Signfikan","Tidak Signifikan"
"INTS8",2243.3155763325,0.643920935280242,0.0655675637382983,9.82072382390693,9.16828513198516e-23,1.11133388481302e-21,"Tidak Signfikan","Tidak Signifikan"
"KDM3A",5573.2681209808,0.679724504631502,0.0692540369362318,9.81494414913866,9.70917401774302e-23,1.17603174029483e-21,"Tidak Signfikan","Tidak Signifikan"
"IZUMO4",181.050142712075,1.84873800937307,0.188390230926779,9.81334329427944,9.86449677280071e-23,1.19396677483142e-21,"Signifikan","Naik"
"RASSF2",867.428874041862,-0.909018645595074,0.0926475123314764,-9.81158179771482,1.00382491672572e-22,1.21410447863497e-21,"Tidak Signfikan","Tidak Signifikan"
"ACSS1",2136.04378863237,-0.651003954320565,0.0663631993105014,-9.80971323089224,1.02258748727551e-22,1.23588932658165e-21,"Tidak Signfikan","Tidak Signifikan"
"ESRP1",115.839345583446,-3.06784527413766,0.3128462619217,-9.80623919011535,1.05839824334127e-22,1.27823136343659e-21,"Signifikan","Turun"
"RRP9",780.416530560595,-1.00994328421373,0.103013148695451,-9.804023049519,1.0818881126949e-22,1.30564224509317e-21,"Signifikan","Turun"
"LYAR",1514.73595981401,-0.751812234967362,0.076708191548451,-9.80093807181592,1.1154486287491e-22,1.34515750020798e-21,"Tidak Signfikan","Tidak Signifikan"
"OBSCN",1867.48687715239,0.762273572072264,0.0777820187505724,9.80012584292375,1.12445468160336e-22,1.35502551346068e-21,"Tidak Signfikan","Tidak Signifikan"
"DCAKD",1201.60171021018,0.804510834148416,0.0821338404079875,9.79512013747476,1.18156872847724e-22,1.42280927867329e-21,"Tidak Signfikan","Tidak Signifikan"
"DSCC1",1277.36797397674,-0.807037147911249,0.0824020693008207,-9.79389419172282,1.19598869669722e-22,1.43912060938107e-21,"Tidak Signfikan","Tidak Signifikan"
"TUB",508.482844246981,-1.15691830208024,0.118146810708723,-9.79220932956444,1.21609119861029e-22,1.46224084881841e-21,"Signifikan","Turun"
"COPA",7361.57472841979,0.493483463374727,0.0504010289476241,9.7911386667829,1.22903896456747e-22,1.47673068582081e-21,"Tidak Signfikan","Tidak Signifikan"
"AP1G2",887.122037055666,0.92465318468723,0.0944422407135808,9.79067393679769,1.23470143190527e-22,1.48245224439041e-21,"Tidak Signfikan","Tidak Signifikan"
"MAST1",697.481947044851,-1.03715253415091,0.105959044002483,-9.78823982336616,1.26478423544963e-22,1.51746452621985e-21,"Signifikan","Turun"
"PCBP4",315.420433936853,-1.49841206601288,0.153126170252631,-9.78547340105719,1.2998555884486e-22,1.55840661627475e-21,"Signifikan","Turun"
"KIF3A",1548.45236732606,0.732589460091009,0.0748721423833543,9.78453984046648,1.31190670648314e-22,1.57171006516877e-21,"Tidak Signfikan","Tidak Signifikan"
"AC109826.1",92.3553839473452,-3.32487128446368,0.339943394321572,-9.78066154542923,1.3631660296447e-22,1.63193280101683e-21,"Signifikan","Turun"
"SRRM2",18576.3408187415,0.551258324543701,0.0563885973620584,9.77606023792712,1.42655778415801e-22,1.70658195385356e-21,"Tidak Signfikan","Tidak Signifikan"
"KLC1",725.211041457374,1.00009823613381,0.102301846731567,9.77595486382564,1.42804317886071e-22,1.70711828374918e-21,"Signifikan","Naik"
"TUBA1A",3809.29879254046,0.598654975275467,0.0612450555190447,9.77474785845054,1.44516719124735e-22,1.72633506060396e-21,"Tidak Signfikan","Tidak Signifikan"
"ABLIM2",164.818825162285,2.03805224263,0.208525525389939,9.7736343731487,1.46114458128991e-22,1.74415525399661e-21,"Signifikan","Naik"
"COCH",295.472821569165,-1.54701997029766,0.158289563096,-9.77335422525243,1.46519187314523e-22,1.74771908868432e-21,"Signifikan","Turun"
"CD69",217.34121342699,-1.94301362107503,0.19893325198011,-9.76716361762034,1.55751411351916e-22,1.85649817687465e-21,"Signifikan","Turun"
"POR",1241.59787269405,0.823513384307637,0.084322012634983,9.76629184448549,1.57096940356285e-22,1.87118142923647e-21,"Tidak Signfikan","Tidak Signifikan"
"DOCK4",213.180608571833,1.93337702556818,0.198054609662585,9.76183805497871,1.64152717303707e-22,1.9538090235259e-21,"Signifikan","Naik"
"GSS",1546.6330100318,0.748482173917269,0.0766855306302291,9.76040939882628,1.66481788735605e-22,1.98009878928959e-21,"Tidak Signfikan","Tidak Signifikan"
"PSMD5-AS1",1464.96932050845,0.74146889002288,0.0759833246860243,9.75831069628438,1.69962643703361e-22,2.02003976750977e-21,"Tidak Signfikan","Tidak Signifikan"
"TUFM",6057.17878089621,-0.533414218697606,0.054667101427631,-9.75749957044541,1.71327173387416e-22,2.03478831250379e-21,"Tidak Signfikan","Tidak Signifikan"
"MTO1",816.804105185329,-0.970078927057448,0.09946921212052,-9.75255464858886,1.79883540881303e-22,2.13486875735193e-21,"Tidak Signfikan","Tidak Signifikan"
"ZNF787",699.227180584019,-1.0191534390649,0.104509302521916,-9.75179639009824,1.81232459488552e-22,2.1493281812976e-21,"Signifikan","Turun"
"EMID1",190.868782477477,-2.02207228515283,0.207366673484909,-9.75119218132218,1.82314491909968e-22,2.16060392464361e-21,"Signifikan","Turun"
"MFAP4",105.695967204222,-4.95339912676321,0.508449850998362,-9.74215867511223,1.99275461744275e-22,2.35990890343346e-21,"Signifikan","Turun"
"GUCY1B3",719.037981247531,-0.993733355619432,0.102018739862454,-9.74069427792602,2.02168342399177e-22,2.39244650196467e-21,"Tidak Signfikan","Tidak Signifikan"
"AARS",6355.65175087191,-0.52060681547074,0.0534809108530402,-9.7344418254452,2.14994753603528e-22,2.54240563151413e-21,"Tidak Signfikan","Tidak Signifikan"
"ZBTB25",1428.15894162886,0.880273356557629,0.0904592363728183,9.73116059624551,2.22044883555135e-22,2.62389147753128e-21,"Tidak Signfikan","Tidak Signifikan"
"ARIH1",2407.59150676729,0.632451297079265,0.0649961511337452,9.73059613603649,2.2328055508223e-22,2.63660058623285e-21,"Tidak Signfikan","Tidak Signifikan"
"RCOR3",878.327271312595,0.893594384507642,0.0918896982950316,9.7246416202017,2.36737553394871e-22,2.79350313005948e-21,"Tidak Signfikan","Tidak Signifikan"
"CENPN",1565.02570087033,0.723943551160838,0.0744528909068236,9.72351163726926,2.39380435334492e-22,2.8226657206598e-21,"Tidak Signfikan","Tidak Signifikan"
"FAM13B",762.90925964546,0.965986434428204,0.0993464222617938,9.72341441630051,2.39609182070794e-22,2.82334054836602e-21,"Tidak Signfikan","Tidak Signifikan"
"SNX1",2941.54500521928,0.588795671264527,0.0605575168391086,9.72291636113252,2.40784430494728e-22,2.83515916335746e-21,"Tidak Signfikan","Tidak Signifikan"
"ITPKB",652.650004009267,-1.16099423999175,0.119420829553344,-9.72187385009871,2.43262918748561e-22,2.86229514333099e-21,"Signifikan","Turun"
"ZNF655",1945.91256456762,0.653671215579772,0.0672569251564612,9.71901724705854,2.50184399482176e-22,2.94163242848293e-21,"Tidak Signfikan","Tidak Signifikan"
"FAM98C",455.464752047847,-1.25084057995283,0.12884569645088,-9.70805090435978,2.78613748817369e-22,3.27356239777496e-21,"Signifikan","Turun"
"C5orf42",887.33147975182,0.8988422121895,0.0926162155626327,9.70501986859579,2.87020382146145e-22,3.36993046398552e-21,"Tidak Signfikan","Tidak Signifikan"
"HSPBP1",1182.35058867069,-0.822888837697852,0.0848039618980513,-9.7034244542384,2.91545642400575e-22,3.42062210944823e-21,"Tidak Signfikan","Tidak Signifikan"
"RNPEPL1",1275.75359327743,-0.787954155888344,0.0812282000342154,-9.7005000179302,3.00024662744633e-22,3.51759684717906e-21,"Tidak Signfikan","Tidak Signifikan"
"ALKBH4",362.060867369411,-1.42495308326181,0.146907637946091,-9.69965281032364,3.02526305599695e-22,3.5444025028303e-21,"Signifikan","Turun"
"GLCE",445.949056046277,1.19909026001524,0.123665603529134,9.69623101166323,3.12842022840556e-22,3.66265472117952e-21,"Signifikan","Naik"
"GGT1",352.262231696206,-1.43016957534991,0.147590273391573,-9.6901343326028,3.32091590691453e-22,3.88525918576546e-21,"Signifikan","Turun"
"WDR3",1332.35280825764,-0.808108936051933,0.0834322069970259,-9.6858151682448,3.46433734781846e-22,4.050174508696e-21,"Tidak Signfikan","Tidak Signifikan"
"CD226",112.714639886361,-2.63062547930842,0.271677639083789,-9.68289288798293,3.56483370307373e-22,4.1647074227322e-21,"Signifikan","Turun"
"PNP",1270.07620236228,-0.810316293127177,0.0837113372805745,-9.67988709117437,3.67121206911683e-22,4.28594481345618e-21,"Tidak Signfikan","Tidak Signifikan"
"GARS",4975.6975578493,-0.611337702883122,0.0631675705500556,-9.6780309510033,3.73846558424618e-22,4.36136654729102e-21,"Tidak Signfikan","Tidak Signifikan"
"CLEC2B",168.996316731313,-2.06253093580935,0.213141074340127,-9.67683466077496,3.78245542229211e-22,4.40956081489734e-21,"Signifikan","Turun"
"YDJC",1247.53515770649,-0.776854881765879,0.0803027364656163,-9.67407732236509,3.88580855321048e-22,4.52684321262545e-21,"Tidak Signfikan","Tidak Signifikan"
"TNFRSF14",98.4436288839769,-3.07471476653614,0.317904299365441,-9.67182505135503,3.97230012485128e-22,4.62433043530247e-21,"Signifikan","Turun"
"FUS",5631.24808081271,0.507715820316389,0.0525072045668673,9.66945059262903,4.06554732125629e-22,4.72953883075617e-21,"Tidak Signfikan","Tidak Signifikan"
"ZBED5",1394.24010938751,0.752668283830697,0.077846112410166,9.66866887154156,4.09671768393459e-22,4.76243430757396e-21,"Tidak Signfikan","Tidak Signifikan"
"SLC39A10",1272.84490093387,-0.809701111743053,0.0837611898016393,-9.6667814015126,4.17295698442569e-22,4.84763902051032e-21,"Tidak Signfikan","Tidak Signifikan"
"C3orf33",140.592157142994,-2.7734229373276,0.28696817116343,-9.66456637362796,4.26421937129286e-22,4.95016326310661e-21,"Signifikan","Turun"
"ACSL1",893.59759805983,0.928298816512944,0.0960651702976881,9.663219391964,4.32067986332923e-22,5.01217133405655e-21,"Tidak Signfikan","Tidak Signifikan"
"MRPL19",1397.94305066208,-0.766707008779312,0.0793446354506045,-9.6629974342326,4.33005424361547e-22,5.01950865522213e-21,"Tidak Signfikan","Tidak Signifikan"
"HTT",4042.82516171324,0.545652913394594,0.0564812172444339,9.66078530200883,4.42459055199205e-22,5.12188361999587e-21,"Tidak Signfikan","Tidak Signifikan"
"ABCC10",624.754438631183,0.999479365076213,0.103456850660524,9.66083307867,4.42252737798474e-22,5.12188361999587e-21,"Tidak Signfikan","Tidak Signifikan"
"CYC1",3728.69967969723,-0.552630009670214,0.0572827075382744,-9.6474142619911,5.041077598675e-22,5.83142504229017e-21,"Tidak Signfikan","Tidak Signifikan"
"SGOL1",808.571241154391,-0.980474708137161,0.101659057077129,-9.64473541588402,5.1744458969904e-22,5.98149957235667e-21,"Tidak Signfikan","Tidak Signifikan"
"ZNF160",1532.84578794522,0.811727332157226,0.0841936309063743,9.64119641139945,5.35600447751607e-22,6.18703085644856e-21,"Tidak Signfikan","Tidak Signifikan"
"SKIV2L2",2308.92196975117,-0.651791478346582,0.0676163703541534,-9.63955141236807,5.44252886185499e-22,6.28257136009782e-21,"Tidak Signfikan","Tidak Signifikan"
"ZMYM1",983.792746046312,0.846343466615398,0.0878013140419362,9.63930296317846,5.45571657736032e-22,6.29338125998095e-21,"Tidak Signfikan","Tidak Signifikan"
"RALGAPA1",1067.60831056938,0.809121149012459,0.0839492980905902,9.63821219969382,5.51398960205837e-22,6.35614725766686e-21,"Tidak Signfikan","Tidak Signifikan"
"APOBEC3D",265.578793952276,-1.5811054896191,0.164047920432772,-9.63807090908567,5.52158283918583e-22,6.36044612427137e-21,"Signifikan","Turun"
"WDR77",950.996237588444,-0.917140972220693,0.0951844509667373,-9.63540749466731,5.66667157691675e-22,6.52301264528858e-21,"Tidak Signfikan","Tidak Signifikan"
"ZNF638",2676.65284359196,0.629301571377866,0.0653296010801428,9.63271719057144,5.81705437119868e-22,6.69144178925936e-21,"Tidak Signfikan","Tidak Signifikan"
"AMN",163.162576657885,-2.04878760106352,0.212737199780632,-9.6306034072845,5.93797532886558e-22,6.82576898662404e-21,"Signifikan","Turun"
"QSOX1",1775.74358051654,0.741347621110136,0.0770686006722162,9.6193211586025,6.62670426557636e-22,7.61215484407903e-21,"Tidak Signfikan","Tidak Signifikan"
"TRAPPC11",1942.56820319541,0.659383055921588,0.0685592198493888,9.61771527403788,6.73095708689961e-22,7.72651914975276e-21,"Tidak Signfikan","Tidak Signifikan"
"TRIM33",3680.35415657619,0.619615744750786,0.0644396520619743,9.6154421217991,6.88130845090368e-22,7.89360407040596e-21,"Tidak Signfikan","Tidak Signifikan"
"SENP6",1371.13225507714,-0.748055160727445,0.077889454922071,-9.60406208357575,7.68544300132328e-22,8.80989395855032e-21,"Tidak Signfikan","Tidak Signifikan"
"BTN3A3",260.814052824347,-1.69140267936988,0.176175857725258,-9.60064960777758,7.94421416188626e-22,9.10018853993108e-21,"Signifikan","Turun"
"APOLD1",254.991057187343,1.52614807105263,0.158973821008684,9.59999615892272,7.9947403394983e-22,9.15169824259259e-21,"Signifikan","Naik"
"TMEM154",142.111846563505,-2.27187208637606,0.236985963495732,-9.58652593961321,9.11008784755798e-22,1.04212061194338e-20,"Signifikan","Turun"
"NDUFB7",1567.70257580392,-0.856407892064692,0.0893486597347346,-9.58501106348169,9.24477358249315e-22,1.05679318014875e-20,"Tidak Signfikan","Tidak Signifikan"
"PRKCA",9863.87501215981,0.458070547808927,0.0478044818188501,9.58216741151459,9.50294121055052e-22,1.08555111219203e-20,"Tidak Signfikan","Tidak Signifikan"
"CPSF2",2819.90583976313,-0.598515507878209,0.0624846971050151,-9.57859340939609,9.83755286381396e-22,1.12299554570903e-20,"Tidak Signfikan","Tidak Signifikan"
"UBE2G1",3079.38927805758,0.593945167709568,0.0620147692169025,9.57747928775142,9.94422516941344e-22,1.13438593564598e-20,"Tidak Signfikan","Tidak Signifikan"
"GBA",320.484688413718,1.37627214148034,0.143762869964045,9.57320997991028,1.03636938453117e-21,1.18141803592573e-20,"Signifikan","Naik"
"SNRPD1",2819.9562526191,-0.618112815566994,0.0646024209501947,-9.56795126986849,1.09045017217215e-21,1.24220763211944e-20,"Tidak Signfikan","Tidak Signifikan"
"SERTAD1",193.549487673064,1.78947959275327,0.187128548793428,9.56283583820602,1.14573392882407e-21,1.30428258660947e-20,"Signifikan","Naik"
"GOLGB1",4104.29625590217,0.587967731846566,0.0614933992826198,9.5614771456088,1.1608779692037e-21,1.32024361885677e-20,"Tidak Signfikan","Tidak Signifikan"
"ROBO3",321.227419825621,-1.41767911509608,0.148270549353291,-9.56143429210687,1.16135882395031e-21,1.32024361885677e-20,"Signifikan","Turun"
"VPS16",1150.12172467463,0.785470005397663,0.0821642519929256,9.55975361967991,1.18037370361811e-21,1.34093385336492e-20,"Tidak Signfikan","Tidak Signifikan"
"WDR52",278.124948312121,1.49043358235715,0.156126271934668,9.54633428370616,1.34366652368477e-21,1.52538583768103e-20,"Signifikan","Naik"
"SUSD1",198.946627315472,-1.82862125922173,0.191680110940254,-9.53996348526589,1.4288261462439e-21,1.62094467217925e-20,"Signifikan","Turun"
"CTC1",694.119622067178,0.964817484236449,0.101177513878422,9.53588843263933,1.48607603587682e-21,1.6847312414992e-20,"Tidak Signfikan","Tidak Signifikan"
"UNC93B1",527.376826670079,-1.16697574177847,0.122381700475285,-9.53554115726752,1.49105852949244e-21,1.68921641114763e-20,"Signifikan","Turun"
"DHX30",4098.98332118291,-0.549717318071776,0.057661915676564,-9.53345568945781,1.5213290706139e-21,1.72232447258428e-20,"Tidak Signfikan","Tidak Signifikan"
"LPIN2",1385.55764677593,0.757933109595161,0.0795193265358635,9.53143270464357,1.55127336467718e-21,1.75501792824406e-20,"Tidak Signfikan","Tidak Signifikan"
"ATG2B",1188.97282253757,0.832436230969921,0.0873519689246418,9.52967908128161,1.57770187690836e-21,1.78369166179866e-20,"Tidak Signfikan","Tidak Signifikan"
"SLC1A4",1285.49782382398,-0.783578616474606,0.082243384599931,-9.52755799492308,1.61026417768492e-21,1.81925591138445e-20,"Tidak Signfikan","Tidak Signifikan"
"COPS6",2557.28382164793,-0.61969936440974,0.0650963300245335,-9.51972813484551,1.73632704738978e-21,1.96033467263944e-20,"Tidak Signfikan","Tidak Signifikan"
"MMADHC",1888.32869056117,-0.664762257881986,0.0698479480636917,-9.51727683218145,1.77776482023032e-21,2.00574274885616e-20,"Tidak Signfikan","Tidak Signifikan"
"EMB",1686.36424403107,-0.709020943156361,0.0745006431832329,-9.51697747645664,1.78289180950724e-21,2.00987209905772e-20,"Tidak Signfikan","Tidak Signifikan"
"TTC33",874.162187051784,-1.03235261475203,0.108475488370823,-9.51692064499342,1.78386679832533e-21,2.00987209905772e-20,"Signifikan","Turun"
"MAP7D1",3771.74180146982,-0.565209842484266,0.0594356347329904,-9.50961228938538,1.9137445503232e-21,2.15472975669427e-20,"Tidak Signfikan","Tidak Signifikan"
"CCSAP",2353.14433775667,0.619258922647613,0.0651517093281451,9.50487606593152,2.00286361645742e-21,2.25352959607011e-20,"Tidak Signfikan","Tidak Signifikan"
"INA",375.031064164184,1.28312144895276,0.135024998448474,9.50284364892926,2.04235413496787e-21,2.29639285626408e-20,"Signifikan","Naik"
"FBL",6169.75613013534,-0.506660115117184,0.0533301922444041,-9.50043669063179,2.09011936774912e-21,2.34849521587155e-20,"Tidak Signfikan","Tidak Signifikan"
"MAN2B2",1235.53686893318,0.759308829473449,0.0799472011808412,9.4976286631459,2.14724176539001e-21,2.41103319918724e-20,"Tidak Signfikan","Tidak Signifikan"
"MCM5",5633.98870879373,-0.529476740926847,0.0557820921687316,-9.49187669987829,2.26911671155401e-21,2.54614384382349e-20,"Tidak Signfikan","Tidak Signifikan"
"SHKBP1",2915.53931608399,-0.58168974291598,0.0613139049040662,-9.48707709655929,2.37603110408344e-21,2.66429482318239e-20,"Tidak Signfikan","Tidak Signifikan"
"ZNF496",1613.84772196106,-0.732051011589294,0.0771649670095602,-9.48683113541146,2.38164230595517e-21,2.6687688222143e-20,"Tidak Signfikan","Tidak Signifikan"
"ACTN1",3401.4703435314,-0.564747605485545,0.0595435206670535,-9.4846189670815,2.43270208317429e-21,2.72412986334231e-20,"Tidak Signfikan","Tidak Signifikan"
"ELK3",148.239576419422,-2.19172627976845,0.231220126572584,-9.47895977853132,2.56830486568576e-21,2.87402218858282e-20,"Signifikan","Turun"
"ABCC4",321.562994941631,-1.43380113469868,0.151389007835338,-9.47097253096603,2.7725020192465e-21,3.10041818877831e-20,"Signifikan","Turun"
"SYNE2",5649.84697952052,0.693284349148247,0.0732165898371444,9.46895165003339,2.82666259257114e-21,3.15883862432542e-20,"Tidak Signfikan","Tidak Signifikan"
"AKAP9",2962.58761007057,0.602965821623403,0.0636796973332943,9.46872938901593,2.83268280506803e-21,3.16341870110073e-20,"Tidak Signfikan","Tidak Signifikan"
"FBN1",565.059220405241,1.02407298058444,0.108158644114604,9.46824906106762,2.84573643391097e-21,3.17584186024464e-20,"Signifikan","Naik"
"LGALS8",1391.47290377911,0.742584051215658,0.0785898164795625,9.44885844604013,3.42545963378687e-21,3.82022296963182e-20,"Tidak Signfikan","Tidak Signifikan"
"TCAIM",1157.49897443342,0.79682409879128,0.0843450122054664,9.44719880827331,3.48019349900871e-21,3.87863677638336e-20,"Tidak Signfikan","Tidak Signifikan"
"GTF3C1",4683.87731512536,0.518969147418168,0.0549432600724926,9.44554703767916,3.53552667912489e-21,3.93763901658152e-20,"Tidak Signfikan","Tidak Signifikan"
"SPECC1L",988.510096043712,0.825077391484768,0.0873645857412547,9.44407146768116,3.58569265607535e-21,3.99081046731956e-20,"Tidak Signfikan","Tidak Signifikan"
"GABPB2",539.495325468824,-1.19494328450297,0.126532417867498,-9.44377183840966,3.59596503366628e-21,3.99953921751221e-20,"Signifikan","Turun"
"CERS2",1684.15493497572,-0.724961246053904,0.0768337154288251,-9.43545736409783,3.892921440604e-21,4.32689938107916e-20,"Tidak Signfikan","Tidak Signifikan"
"SREK1IP1",800.337011513909,-0.949417738017341,0.100638447159906,-9.43394661593688,3.94942525508952e-21,4.38674015681704e-20,"Tidak Signfikan","Tidak Signifikan"
"LIMA1",882.451489023813,-0.9126321818542,0.0967602134071811,-9.43189509115394,4.02745549380224e-21,4.47039412565601e-20,"Tidak Signfikan","Tidak Signifikan"
"HOXC10",196.19863700253,-1.86800952426858,0.198062278063343,-9.43142501709067,4.0455485043574e-21,4.48745107346544e-20,"Signifikan","Turun"
"PIP5K1C",1092.16337740316,0.790619740844105,0.0838444699212899,9.42959913261195,4.11659207314875e-21,4.56317994047822e-20,"Tidak Signfikan","Tidak Signifikan"
"KCNA6",90.2614904957222,-2.79236059366556,0.296184649963586,-9.42776944723119,4.18902117448776e-21,4.64034169268123e-20,"Signifikan","Turun"
"STIL",3252.55609279606,0.600696353535636,0.0637365154373278,9.42468143126371,4.31413154274748e-21,4.77571750673613e-20,"Tidak Signfikan","Tidak Signifikan"
"ATP11A",1568.44258332809,0.686676721237617,0.0728729192125918,9.42293417990267,4.38655091917324e-21,4.8526219543354e-20,"Tidak Signfikan","Tidak Signifikan"
"UBL4A",1294.35717748264,-0.790202931977257,0.0838869258334043,-9.41985803063715,4.51698350284707e-21,4.99355711486673e-20,"Tidak Signfikan","Tidak Signifikan"
"RAPGEF5",252.401258187935,-1.65175583360312,0.17535470430138,-9.41951252567633,4.53187086074135e-21,5.00665276769552e-20,"Signifikan","Turun"
"ZFAND2B",862.45358575312,0.865337452457439,0.0919194235355869,9.41408702506082,4.77211467551498e-21,5.26852982385325e-20,"Tidak Signfikan","Tidak Signifikan"
"SETD2",4104.39738161584,0.546456207864215,0.0580656546072914,9.41100572377936,4.91412043683614e-21,5.42167134790615e-20,"Tidak Signfikan","Tidak Signifikan"
