"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","direction"
"ZNF277",1045.63157451572,0.435415945114264,0.0854141549458101,5.09770242871931,3.43800689902213e-07,5.37311612543431e-06,"Tidak Signfikan","Tidak Signifikan"
"PRIMPOL",602.168321983738,-0.586246875140055,0.115044032777713,-5.09584774616514,3.47184079988034e-07,5.41405313572037e-06,"Tidak Signfikan","Tidak Signifikan"
"LAP3",1687.31592448842,0.375449289837894,0.0736876185397911,5.09514756044331,3.48469726720686e-07,5.42379504824974e-06,"Tidak Signfikan","Tidak Signifikan"
"RAPGEF2",1314.48430941955,0.414684321247933,0.0813893729778403,5.0950671577337,3.48617652046177e-07,5.42379504824974e-06,"Tidak Signfikan","Tidak Signifikan"
"DNAJC1",793.542428469594,0.491910986689926,0.0965680880352369,5.0939290266411,3.507181042804e-07,5.45015121263551e-06,"Tidak Signfikan","Tidak Signifikan"
"GMPS",4674.84362704119,0.296857036116622,0.0582856289520377,5.09314288022698,3.52176086395539e-07,5.45816138807993e-06,"Tidak Signfikan","Tidak Signifikan"
"CDC40",1665.32866072603,0.375050429037013,0.0736404746342768,5.09299309788046,3.52454534492373e-07,5.45816138807993e-06,"Tidak Signfikan","Tidak Signifikan"
"VPRBP",1037.50914162272,0.434697237348632,0.0853458580460335,5.09336067737659,3.5177157636372e-07,5.45816138807993e-06,"Tidak Signfikan","Tidak Signifikan"
"SBNO2",1440.86946170402,0.403923105790681,0.0793596662541973,5.08977828229359,3.58482417127763e-07,5.54510691591745e-06,"Tidak Signfikan","Tidak Signifikan"
"AC005003.1",129.109041907875,-1.15409813092551,0.226922780030937,-5.08586282420906,3.65958496011067e-07,5.65422740783919e-06,"Signifikan","Turun"
"RASD2",174.673606778246,-1.0531500834299,0.207092024139607,-5.08542078240511,3.66811912411783e-07,5.66089132031578e-06,"Signifikan","Turun"
"GGA2",1919.84453280046,-0.383183708333098,0.0753732152334435,-5.08381800015182,3.69922419351044e-07,5.70233283438718e-06,"Tidak Signfikan","Tidak Signifikan"
"ERP29",1942.10101575261,0.34876692543708,0.0686161312853776,5.08287073176047,3.7177272778983e-07,5.71771106925391e-06,"Tidak Signfikan","Tidak Signifikan"
"UBXN1",2968.38027543514,0.309141938038056,0.0608189088495259,5.08299053511327,3.71538222304327e-07,5.71771106925391e-06,"Tidak Signfikan","Tidak Signifikan"
"FAM117A",777.901057016797,0.48825818250878,0.0961058359504218,5.08042178375783,3.76597770610546e-07,5.78528373614895e-06,"Tidak Signfikan","Tidak Signifikan"
"TMEM66",3322.98842808085,0.328017453953317,0.0645969570371503,5.077908759149,3.81611865148313e-07,5.85560265847142e-06,"Tidak Signfikan","Tidak Signifikan"
"PELO",987.897747569428,0.437254714453483,0.086193341305558,5.07295236303001,3.91690579866997e-07,6.00338556182434e-06,"Tidak Signfikan","Tidak Signifikan"
"IFT88",559.349052525198,-0.599899662436544,0.118315910461814,-5.07032114358077,3.97144987739094e-07,6.08003587964496e-06,"Tidak Signfikan","Tidak Signifikan"
"NUB1",1684.08976960494,0.367112673527628,0.0724265764149298,5.06875641096784,4.00423287665917e-07,6.12323456201552e-06,"Tidak Signfikan","Tidak Signifikan"
"CKAP2",5002.31725032569,0.308126376695917,0.0607932572005331,5.06843013328812,4.01110160541864e-07,6.12675212189856e-06,"Tidak Signfikan","Tidak Signifikan"
"SUPT5H",4663.81455944638,0.274943806373737,0.0542574591231444,5.06739185389638,4.03303497932762e-07,6.15324597357937e-06,"Tidak Signfikan","Tidak Signifikan"
"UCK2",2903.7340008216,0.307028961536857,0.0605986386279615,5.06659833435907,4.04987584117501e-07,6.17191873931796e-06,"Tidak Signfikan","Tidak Signifikan"
"TCERG1",3203.13377173899,0.317291468911192,0.0626335454377511,5.0658391871898,4.06605071440802e-07,6.18953531565561e-06,"Tidak Signfikan","Tidak Signifikan"
"LRRC20",1085.38675408818,-0.475227223285532,0.0938755076010906,-5.06231322130301,4.1419978544644e-07,6.29799696442428e-06,"Tidak Signfikan","Tidak Signifikan"
"SLC35A2",530.263747598643,0.568501134353106,0.11232677810626,5.06113630193603,4.16765128371819e-07,6.32982688176043e-06,"Tidak Signfikan","Tidak Signifikan"
"TAF3",1276.53127780095,0.404491163296321,0.079926687904058,5.06077724353925,4.17550818637053e-07,6.33458600536371e-06,"Tidak Signfikan","Tidak Signifikan"
"GLIPR2",1183.16897023495,-0.451157344530244,0.0892471444451023,-5.05514599190072,4.30061659738074e-07,6.51701346751108e-06,"Tidak Signfikan","Tidak Signifikan"
"SEC14L2",171.211812021949,-1.02202769714728,0.202372059188293,-5.0502411313429,4.41252709652076e-07,6.67905201934988e-06,"Signifikan","Turun"
"ARID4B",2343.1480258139,0.325752190685038,0.0645277182662079,5.0482521223074,4.45870489496302e-07,6.74134062529302e-06,"Tidak Signfikan","Tidak Signifikan"
"AQP3",1098.65071778711,-0.422652167721059,0.0837322971035046,-5.0476600110302,4.47254144628125e-07,6.74704761935634e-06,"Tidak Signfikan","Tidak Signifikan"
"GTF2E2",1263.63067794104,0.393487275019653,0.0779510760258104,5.0478748348434,4.46751662791603e-07,6.74704761935634e-06,"Tidak Signfikan","Tidak Signifikan"
"WDR82",5699.3792170316,0.260863992473516,0.0517193164864246,5.04384068072492,4.56279256409821e-07,6.87546191877765e-06,"Tidak Signfikan","Tidak Signifikan"
"LMO1",131.080033063678,-1.15522917296807,0.229109758409126,-5.04225215455534,4.60084461301737e-07,6.92501987712413e-06,"Signifikan","Turun"
"TPCN2",681.044565774273,-0.548537888326589,0.108795376635028,-5.04192278470389,4.60877266530203e-07,6.92917603300063e-06,"Tidak Signfikan","Tidak Signifikan"
"PKIG",643.977968002455,-0.522962850580996,0.103748877353867,-5.04066033213327,4.63928258738119e-07,6.96723614550606e-06,"Tidak Signfikan","Tidak Signifikan"
"PUM1",3504.96516764784,0.306281031331371,0.0607781693629563,5.03932636572707,4.67173245596493e-07,7.00812124909907e-06,"Tidak Signfikan","Tidak Signifikan"
"ME2",3689.1062404198,0.286206340661561,0.0568125765253332,5.03772858345791,4.71088807438467e-07,7.05166095858034e-06,"Tidak Signfikan","Tidak Signifikan"
"C18orf25",1502.04002561242,0.38099028164901,0.0756276282895002,5.03771293991386,4.71127299894712e-07,7.05166095858034e-06,"Tidak Signfikan","Tidak Signifikan"
"RAB11FIP1",1395.992458144,0.379712906765061,0.0754632569720152,5.03175879230701,4.86000494968625e-07,7.26616793536703e-06,"Tidak Signfikan","Tidak Signifikan"
"KIAA0226L",1862.58975461114,0.413477711994542,0.0821787035120834,5.03144603557471,4.86794137822372e-07,7.26992893355883e-06,"Tidak Signfikan","Tidak Signifikan"
"ACAP2",3583.91349060169,0.299816424514946,0.059606453316698,5.02993229477984,4.90653063113246e-07,7.31940848655367e-06,"Tidak Signfikan","Tidak Signifikan"
"CREB1",2209.35004943383,0.3441275515531,0.0684317778358554,5.02876824826246,4.93640574748875e-07,7.35579305328574e-06,"Tidak Signfikan","Tidak Signifikan"
"DDX39B",1936.57948760589,0.384989036024594,0.0767041360450331,5.01914311111681,5.19024740057018e-07,7.72546147492195e-06,"Tidak Signfikan","Tidak Signifikan"
"NBAS",2375.42091761807,0.340540361240301,0.0678513209859287,5.01892013732383,5.19627448926856e-07,7.72585777999785e-06,"Tidak Signfikan","Tidak Signifikan"
"MCM7",15427.0242468461,0.24382221835977,0.0485853715127335,5.01842860861664,5.20958459235019e-07,7.73706965315708e-06,"Tidak Signfikan","Tidak Signifikan"
"RIF1",4835.46784491678,0.276771595370406,0.0551837822715416,5.01545171384778,5.29090115069711e-07,7.84914550132731e-06,"Tidak Signfikan","Tidak Signifikan"
"DNAJA2",2131.16138991822,0.331384370254154,0.0660959107733983,5.01368944578531,5.3396143498932e-07,7.90392583293794e-06,"Tidak Signfikan","Tidak Signifikan"
"QRICH2",94.9401980905248,-1.43340228011977,0.28589109604026,-5.01380525652297,5.33639983946427e-07,7.90392583293794e-06,"Signifikan","Turun"
"ALDOA",42720.3280078243,-0.639930061112216,0.127683816003415,-5.01183377143978,5.39137687564484e-07,7.97174810135313e-06,"Tidak Signfikan","Tidak Signifikan"
"TRPM5",62.9510881688322,-1.63237890099659,0.325869654229696,-5.00930012908158,5.46283260578774e-07,8.06850749738099e-06,"Signifikan","Turun"
"CRLF3",2059.58082165826,0.335218814175581,0.0669251577876721,5.00886102112903,5.47530914973593e-07,8.0780386146434e-06,"Tidak Signfikan","Tidak Signifikan"
"CD46",4609.41999090008,0.301479557907338,0.0602072205384782,5.00736548226245,5.51800893790809e-07,8.13208987541598e-06,"Tidak Signfikan","Tidak Signifikan"
"PRKCH",2158.6587934251,0.346581215173258,0.0692246607064463,5.00661486291667,5.53956103124245e-07,8.15489055872585e-06,"Tidak Signfikan","Tidak Signifikan"
"YARS2",539.031923527963,0.565033547198728,0.11286393998105,5.00632484825179,5.54790976921545e-07,8.1582256485689e-06,"Tidak Signfikan","Tidak Signifikan"
"APBB1IP",2719.45481435263,-0.324907480837243,0.064903552122336,-5.0060046054926,5.55714278577687e-07,8.16285234392701e-06,"Tidak Signfikan","Tidak Signifikan"
"PATL1",2471.7440084905,0.338401680628136,0.0676108672060201,5.00513740782199,5.58221966227191e-07,8.19071639942326e-06,"Tidak Signfikan","Tidak Signifikan"
"TUG1",2765.09814995736,-0.344804164285539,0.0689234911973537,-5.00270892108811,5.65302645989531e-07,8.28554512061814e-06,"Tidak Signfikan","Tidak Signifikan"
"CD5",1432.90342863826,0.371583375901051,0.0742803948477428,5.00244212032944,5.66085808727941e-07,8.28796591795897e-06,"Tidak Signfikan","Tidak Signifikan"
"CDKN1B",5264.62648064112,0.288741991457041,0.0577389869276663,5.00081499210869,5.70884745467022e-07,8.34911158283341e-06,"Tidak Signfikan","Tidak Signifikan"
"SH3GLB2",3283.14657833835,-0.314075922480929,0.0628106562424435,-5.0003604685903,5.72232277730114e-07,8.35970269786335e-06,"Tidak Signfikan","Tidak Signifikan"
"ZNF512B",1840.57077218233,-0.364377491081419,0.072886669989457,-4.99923362027825,5.75586298526215e-07,8.39955152288909e-06,"Tidak Signfikan","Tidak Signifikan"
"ZNF500",540.687398053475,0.553481668075449,0.11074653000612,4.99773372623832,5.80080088344382e-07,8.45592833128968e-06,"Tidak Signfikan","Tidak Signifikan"
"FOXJ3",2346.95093952034,0.320528796595599,0.0641464373680591,4.99682928229468,5.82806193356437e-07,8.48644284376023e-06,"Tidak Signfikan","Tidak Signifikan"
"ASNS",348.475297261902,0.663294093376965,0.132816607571053,4.99405989587652,5.9123048441136e-07,8.58787137472969e-06,"Tidak Signfikan","Tidak Signifikan"
"RRAGC",947.333747911803,0.464790101708083,0.0930659179566469,4.9942031617267,5.90791814877778e-07,8.58787137472969e-06,"Tidak Signfikan","Tidak Signifikan"
"CNNM2",597.380011167059,0.521719472663521,0.104471161432718,4.99390899372284,5.91692875270318e-07,8.58787137472969e-06,"Tidak Signfikan","Tidak Signifikan"
"BCAS2",1453.37685724038,0.375937318438057,0.0752883796843014,4.99329803635612,5.93568521857374e-07,8.60578102338296e-06,"Tidak Signfikan","Tidak Signifikan"
"RIPK1",606.038729322736,-0.581375677608461,0.116445915092704,-4.99266700034621,5.95511826675074e-07,8.62463186559332e-06,"Tidak Signfikan","Tidak Signifikan"
"CENPV",2413.23834176713,0.327264710046169,0.065643692987707,4.9854707307137,6.18111364774727e-07,8.9422777917949e-06,"Tidak Signfikan","Tidak Signifikan"
"GPR107",1746.49306706077,0.35278814187184,0.0708168718946957,4.98169620364528,6.30293327137378e-07,9.10868945068898e-06,"Tidak Signfikan","Tidak Signifikan"
"ACADM",3845.21926664721,-0.292177426400147,0.0586587425726699,-4.9809698194294,6.32664072161162e-07,9.13310858100468e-06,"Tidak Signfikan","Tidak Signifikan"
"MYCN",159.089374557591,-0.968386392535896,0.194496727847631,-4.97893410985573,6.39354025991202e-07,9.21976004577205e-06,"Tidak Signfikan","Tidak Signifikan"
"MRPS35",1663.59643987113,0.350925893212054,0.0705543726255935,4.9738362082006,6.56407762470054e-07,9.45551504026411e-06,"Tidak Signfikan","Tidak Signifikan"
"SSR1",3922.88524594968,0.315784043556407,0.0635459972583323,4.96937741448382,6.71682189141954e-07,9.66516077101153e-06,"Tidak Signfikan","Tidak Signifikan"
"C16orf80",1714.96112320426,0.347535509151635,0.0699846550793796,4.9658815744315,6.83896808836176e-07,9.83037524469663e-06,"Tidak Signfikan","Tidak Signifikan"
"SLC25A38",1256.87412333191,0.393063170818761,0.0791705937661978,4.96476219414918,6.87853012702174e-07,9.87665605283604e-06,"Tidak Signfikan","Tidak Signifikan"
"TRAF3",1889.57357015247,-0.337607933714677,0.0680173034233864,-4.96355951680668,6.9212818464017e-07,9.92741292428804e-06,"Tidak Signfikan","Tidak Signifikan"
"SNRK",1202.73270316401,0.404351006266035,0.0814793915776982,4.9626169076195,6.95496774646988e-07,9.96507184272517e-06,"Tidak Signfikan","Tidak Signifikan"
"DR1",4398.06081756097,0.275480263077829,0.0555345632722571,4.96051912261005,7.03050395127664e-07,1.00625494653758e-05,"Tidak Signfikan","Tidak Signifikan"
"SMUG1",390.737646525165,-0.677883601972243,0.136684313736661,-4.95948352404408,7.06808419101718e-07,1.01055519281164e-05,"Tidak Signfikan","Tidak Signifikan"
"KCTD11",48.9152265707509,-1.91165520125028,0.385483900389,-4.95910516449892,7.0818624771553e-07,1.01144683366485e-05,"Signifikan","Turun"
"BLMH",2456.09672882328,0.313432242252342,0.0632282009576843,4.95715894972416,7.15314545915902e-07,1.01985939995406e-05,"Tidak Signfikan","Tidak Signifikan"
"SERINC3",4255.21226690086,0.288771010257396,0.0582542318577818,4.9570821045651,7.15597416566079e-07,1.01985939995406e-05,"Tidak Signfikan","Tidak Signifikan"
"DDAH2",1214.65969740713,0.399903162632687,0.080705740841485,4.9550770299989,7.23016400146078e-07,1.0293389535413e-05,"Tidak Signfikan","Tidak Signifikan"
"STC1",67.3663445567635,-1.92978099267202,0.389494568722549,-4.9545774129823,7.24876536162171e-07,1.03089281298737e-05,"Signifikan","Turun"
"PTCH1",433.026929814127,-0.610528089113241,0.123388974473594,-4.94799548920717,7.49816461854877e-07,1.06523184003557e-05,"Tidak Signfikan","Tidak Signifikan"
"CBX4",2853.15727567997,0.313771484587515,0.0634200594834732,4.947511672853,7.51681976207254e-07,1.06675206168418e-05,"Tidak Signfikan","Tidak Signifikan"
"SHOC2",2280.37229339208,0.321162230369641,0.0649208819721835,4.94697885508162,7.53741605118643e-07,1.06854425647422e-05,"Tidak Signfikan","Tidak Signifikan"
"AATF",1555.31385409367,0.370701643100717,0.074944805986831,4.94632867774525,7.56262257496662e-07,1.07098554754886e-05,"Tidak Signfikan","Tidak Signifikan"
"SEC23A",2249.62032111949,0.318142531028615,0.06445157675344,4.93614814491927,7.96805906815668e-07,1.12721139412499e-05,"Tidak Signfikan","Tidak Signifikan"
"BTBD11",863.182277730427,0.467364597384999,0.0947096813226498,4.93470773904113,8.02708676466333e-07,1.1343652328862e-05,"Tidak Signfikan","Tidak Signifikan"
"MSL1",2813.69099437285,0.296694177158972,0.0601400096220849,4.93339091602038,8.08141839862568e-07,1.14084107519967e-05,"Tidak Signfikan","Tidak Signifikan"
"DDX10",1145.75346410532,0.396793608746327,0.0804398864800375,4.93279672696701,8.10605023030458e-07,1.14311503300331e-05,"Tidak Signfikan","Tidak Signifikan"
"SERINC5",1826.2135255089,0.343114319107057,0.0695835885471243,4.93096614117119,8.18239170294444e-07,1.15266864630449e-05,"Tidak Signfikan","Tidak Signifikan"
"LNX2",963.296812163345,0.433015904329339,0.0878454787665215,4.92929073197065,8.25286833945553e-07,1.16137688667826e-05,"Tidak Signfikan","Tidak Signifikan"
"CYFIP2",9435.64543818917,0.262124840398327,0.053181906915482,4.92883492904649,8.27214277355394e-07,1.16286904335568e-05,"Tidak Signfikan","Tidak Signifikan"
"OXSM",600.008323402797,-0.592861881724248,0.120401405749206,-4.92404451621743,8.47735382545458e-07,1.1904690277819e-05,"Tidak Signfikan","Tidak Signifikan"
"USP32",1982.7675050486,0.333062856074343,0.0676593872233643,4.92264074125887,8.53841156053628e-07,1.19778909454343e-05,"Tidak Signfikan","Tidak Signifikan"
"ARHGAP15",1675.3876955716,0.349793635495057,0.0711154509746812,4.91867281583564,8.71329703969072e-07,1.22104521002395e-05,"Tidak Signfikan","Tidak Signifikan"
"OSGIN2",1108.02487504781,0.412000876015293,0.0838364492390923,4.91434071641455,8.90817145099221e-07,1.24705101596301e-05,"Tidak Signfikan","Tidak Signifikan"
"MRPL1",506.57515664819,-0.656493051748007,0.133684394219816,-4.91076804872634,9.07203497139858e-07,1.26866591242363e-05,"Tidak Signfikan","Tidak Signifikan"
"SETMAR",403.90326667707,-0.640571969532315,0.130448265894565,-4.91054415433974,9.08240014864379e-07,1.26879237909856e-05,"Tidak Signfikan","Tidak Signifikan"
"MDFI",410.097696540686,-0.614126160097145,0.12512836464381,-4.90796920302856,9.20243003170825e-07,1.28422257185473e-05,"Tidak Signfikan","Tidak Signifikan"
"PHF7",1352.29622605897,-0.389661278704907,0.079413191430734,-4.90675757622433,9.25943633890091e-07,1.29083472703742e-05,"Tidak Signfikan","Tidak Signifikan"
"SND1",6472.16091767291,0.253965868771116,0.0517655616142967,4.90607772525307,9.29157166723714e-07,1.29262725756553e-05,"Tidak Signfikan","Tidak Signifikan"
"PLEKHB2",4876.94718692554,0.268251088358127,0.054675792762993,4.90621305704581,9.28516622982978e-07,1.29262725756553e-05,"Tidak Signfikan","Tidak Signifikan"
"MR1",442.013620904496,-0.624120122173241,0.127251025959563,-4.90463725118862,9.36001543635996e-07,1.3007996582075e-05,"Tidak Signfikan","Tidak Signifikan"
"FLJ00104",136.751308158758,-1.03076059329821,0.210325217938519,-4.90079412921144,9.54500380607432e-07,1.32513505220769e-05,"Signifikan","Turun"
"LRP12",2085.81180246738,0.338503124582594,0.0690932564008078,4.89922088226597,9.6217429166817e-07,1.33440738630422e-05,"Tidak Signfikan","Tidak Signifikan"
"IRF2BP1",2068.07685635366,0.341380307706561,0.0696887012659874,4.89864643055383,9.64991100993321e-07,1.33693136936172e-05,"Tidak Signfikan","Tidak Signifikan"
"GLTSCR2",17854.510322579,0.230830142388111,0.0471232681570742,4.89843237567253,9.66042742481063e-07,1.33700714338633e-05,"Tidak Signfikan","Tidak Signifikan"
"FOXO3",1346.92733805948,0.37822174235935,0.0772303481010513,4.89732018123847,9.71524684394705e-07,1.34320799406365e-05,"Tidak Signfikan","Tidak Signifikan"
"SPON2",1221.26050832953,0.484909931263096,0.0991684302204267,4.88976108813322,1.009584350483e-06,1.3943909087876e-05,"Tidak Signfikan","Tidak Signifikan"
"FOSL2",189.278125524539,-0.948212060322889,0.194030662944286,-4.88691862375978,1.02426404263826e-06,1.41321039874708e-05,"Tidak Signfikan","Tidak Signifikan"
"AP5B1",1452.56915484032,-0.373557087852589,0.0765286002358508,-4.88127427786915,1.05402522054409e-06,1.45277823563379e-05,"Tidak Signfikan","Tidak Signifikan"
"TOR1AIP1",1581.12775512895,0.361908254707811,0.0741489531153997,4.88082757074891,1.05641580581963e-06,1.45457827226356e-05,"Tidak Signfikan","Tidak Signifikan"
"CEP78",2947.17018425036,-0.311581855823544,0.0638592067245949,-4.87920022507171,1.06516887296175e-06,1.46212689409314e-05,"Tidak Signfikan","Tidak Signifikan"
"FOXN2",758.532255134819,0.466405915652348,0.0955887242715587,4.87929846544799,1.06463848994294e-06,1.46212689409314e-05,"Tidak Signfikan","Tidak Signifikan"
"RP11-384O8.1",23.0583459684098,-3.00513807422544,0.615879130698372,-4.87942832357022,1.06393779813747e-06,1.46212689409314e-05,"Signifikan","Turun"
"C21orf67",157.895555515611,-1.14000980756432,0.233739949247839,-4.87725701675219,1.07571233476186e-06,1.47508978747355e-05,"Signifikan","Turun"
"DVL1",2267.36640255662,0.351304875298944,0.0720368148152503,4.87674081925916,1.07852995991785e-06,1.47744282864743e-05,"Tidak Signfikan","Tidak Signifikan"
"CELF1",3800.14090952086,0.292918616253378,0.0600828070225122,4.87524852398499,1.08671554497063e-06,1.4871369564899e-05,"Tidak Signfikan","Tidak Signifikan"
"SUPT6H",5014.44306684952,0.260836199825724,0.0535131616099663,4.87424386783281,1.09225995529347e-06,1.49320063816929e-05,"Tidak Signfikan","Tidak Signifikan"
"RHNO1",1359.69249437048,-0.388493173601971,0.0797149365013004,-4.87353049068331,1.09621339705981e-06,1.49707921262415e-05,"Tidak Signfikan","Tidak Signifikan"
"NXN",2029.2751868931,-0.352729949753676,0.0724025977409779,-4.87178583033134,1.10594018002607e-06,1.50762735040371e-05,"Tidak Signfikan","Tidak Signifikan"
"MBLAC2",477.190530412566,-0.605039505599343,0.124193666699026,-4.87174202743858,1.10618545432648e-06,1.50762735040371e-05,"Tidak Signfikan","Tidak Signifikan"
"GPR174",1454.34468139245,0.3963639875309,0.0813651059095033,4.87142471087972,1.10796383220457e-06,1.50851806636503e-05,"Tidak Signfikan","Tidak Signifikan"
"XBP1",840.511676203659,0.461697602504801,0.0947835166195776,4.8710748342232,1.1099278800118e-06,1.50965951306676e-05,"Tidak Signfikan","Tidak Signifikan"
"NDST1",521.904449748643,-0.542165122463239,0.111347743780145,-4.86911637413811,1.12098379671164e-06,1.52315235032419e-05,"Tidak Signfikan","Tidak Signifikan"
"SSBP2",3228.65226394392,-0.295778504805906,0.0607814366158123,-4.86626380148704,1.13727694674301e-06,1.54293275841965e-05,"Tidak Signfikan","Tidak Signifikan"
"RNF168",4715.30232196787,0.269584724348939,0.0554000896773184,4.86614238206388,1.13797549468568e-06,1.54293275841965e-05,"Tidak Signfikan","Tidak Signifikan"
"RP11-110I1.12",96.5081320611545,-1.43754447574349,0.295428405339285,-4.86596566126584,1.13899293925543e-06,1.54293275841965e-05,"Signifikan","Turun"
"PSMG4",501.222951190749,-0.567471184906238,0.116686468253509,-4.86321330484842,1.15495266429278e-06,1.56278907605783e-05,"Tidak Signfikan","Tidak Signifikan"
"C2CD2L",875.385318227533,0.489244388915421,0.100604699316809,4.86303713681175,1.15598148046332e-06,1.56278907605783e-05,"Tidak Signfikan","Tidak Signifikan"
"PGK1",56115.0694238761,-0.781371500910513,0.160718810230086,-4.86173024670788,1.16364126290995e-06,1.57156021922309e-05,"Tidak Signfikan","Tidak Signifikan"
"GDI1",3983.64562938501,0.293376770686562,0.0603512642436753,4.86115368688913,1.16703602722635e-06,1.57297690061634e-05,"Tidak Signfikan","Tidak Signifikan"
"FTO",1084.38354253244,0.396520876636819,0.08156792188712,4.8612354889408,1.16655380014526e-06,1.57297690061634e-05,"Tidak Signfikan","Tidak Signifikan"
"FGD5",86.9097079532289,-1.42476761187252,0.293127796185183,-4.86056808809912,1.17049376607082e-06,1.57605340329073e-05,"Signifikan","Turun"
"MAPK7",742.720075124937,-0.498774208635014,0.102635413746614,-4.8596696834719,1.17581767315979e-06,1.58163398342487e-05,"Tidak Signfikan","Tidak Signifikan"
"MED8",507.433346137509,0.55103451704166,0.113418714642059,4.85840911511545,1.18332704227436e-06,1.59014017674764e-05,"Tidak Signfikan","Tidak Signifikan"
"LRP10",1277.22883382122,0.376049543947929,0.0774192199359286,4.85731507317103,1.18988177480949e-06,1.59471553662128e-05,"Tidak Signfikan","Tidak Signifikan"
"ATF6",2777.04984376861,0.29484777315412,0.0607026692761975,4.85724559841943,1.19029919629998e-06,1.59471553662128e-05,"Tidak Signfikan","Tidak Signifikan"
"REXO1",1873.72206359222,0.335876656068001,0.0691452549597135,4.85755177652747,1.18846065957858e-06,1.59471553662128e-05,"Tidak Signfikan","Tidak Signifikan"
"TP53BP2",1760.68011789425,0.368503904660591,0.0758721669563175,4.85690496849461,1.19234782471719e-06,1.59586593585651e-05,"Tidak Signfikan","Tidak Signifikan"
"MT-ND5",17046.7993454913,-0.288015697802683,0.0593228900819132,-4.85505169092387,1.20355344427752e-06,1.60925775086798e-05,"Tidak Signfikan","Tidak Signifikan"
"MRPL54",318.753533678588,-0.72763190444116,0.149879337477843,-4.85478463333031,1.2051765041117e-06,1.60982291799223e-05,"Tidak Signfikan","Tidak Signifikan"
"CROCC",647.52568508615,-0.50113478423048,0.103244814305769,-4.85384944125447,1.21087680941981e-06,1.61542685224141e-05,"Tidak Signfikan","Tidak Signifikan"
"ITGB1BP1",944.114340469673,-0.445168568368431,0.0917173354007517,-4.85370149953988,1.21178093606357e-06,1.61542685224141e-05,"Tidak Signfikan","Tidak Signifikan"
"BICD1",1378.03212713651,0.371266004051732,0.0764999405222379,4.85315415302588,1.21513162326009e-06,1.61828502478065e-05,"Tidak Signfikan","Tidak Signifikan"
"GINM1",1086.51110542645,0.411785798651722,0.0848760541258878,4.85161336601444,1.2246117785121e-06,1.6292925160343e-05,"Tidak Signfikan","Tidak Signifikan"
"GRAMD1A",2968.48974513771,0.300269629932903,0.0619117869499878,4.84995902598418,1.23486980602379e-06,1.64131208806592e-05,"Tidak Signfikan","Tidak Signifikan"
"MZB1",1905.25757991813,-0.362014774515551,0.0746559523125254,-4.84910798538986,1.24017898297692e-06,1.64673666739638e-05,"Tidak Signfikan","Tidak Signifikan"
"KIAA1143",1349.88770119969,-0.382526818227151,0.0789301464891124,-4.84639691223577,1.25723867941135e-06,1.66684842569117e-05,"Tidak Signfikan","Tidak Signifikan"
"MFGE8",1436.46131734466,0.375718362217369,0.077526743069103,4.84630654331079,1.25781120483145e-06,1.66684842569117e-05,"Tidak Signfikan","Tidak Signifikan"
"TMED7",1276.1638382844,0.378107666346991,0.0780766449375553,4.84277553997609,1.28037900203148e-06,1.69508023654927e-05,"Tidak Signfikan","Tidak Signifikan"
"HCFC2",517.116905837837,0.559325953722039,0.115550156494587,4.84054691650927,1.2948228162404e-06,1.71251171485208e-05,"Tidak Signfikan","Tidak Signifikan"
"DTL",4277.35016148801,0.268336881308499,0.0554538511012359,4.83892238284094,1.30545012230511e-06,1.72486616652551e-05,"Tidak Signfikan","Tidak Signifikan"
"CASC15",1177.16579406547,-0.380824555360102,0.0787198642308187,-4.83771865057422,1.31337870901751e-06,1.73363404199152e-05,"Tidak Signfikan","Tidak Signifikan"
"HBD",13.7745831939038,7.50674316230182,1.55259043577708,4.83497965034459,1.3315925650664e-06,1.75594767847644e-05,"Signifikan","Naik"
"SEC11A",1361.72951499643,0.385762297634472,0.0797927261379792,4.83455468067859,1.33444021797634e-06,1.75797424000792e-05,"Tidak Signfikan","Tidak Signifikan"
"AK4",1117.38574541342,-1.34492881678166,0.278267546722613,-4.83322195714879,1.34340861840765e-06,1.76805230436359e-05,"Signifikan","Turun"
"DHRS7",754.779233502865,0.470384348515552,0.097328305799707,4.83296554533232,1.34514074724438e-06,1.76859632953866e-05,"Tidak Signfikan","Tidak Signifikan"
"CHCHD3",2483.15903097083,0.300773378382346,0.0622457129767917,4.83203362927965,1.35145419133889e-06,1.77515692067051e-05,"Tidak Signfikan","Tidak Signifikan"
"NPC1",1661.93987233039,0.352680237223375,0.073053576966695,4.82769293260152,1.38123850708694e-06,1.81073212302473e-05,"Tidak Signfikan","Tidak Signifikan"
"LRRC59",3187.42326590214,0.297467778421042,0.0616153884769864,4.827816325984,1.38038317540773e-06,1.81073212302473e-05,"Tidak Signfikan","Tidak Signifikan"
"FAM213A",1294.9431885575,0.408079162464853,0.0845758302043943,4.82500924293204,1.39996774962021e-06,1.83349291896061e-05,"Tidak Signfikan","Tidak Signifikan"
"SRSF1",5845.36833841758,-0.257283076243528,0.0533659268670256,-4.82111135977479,1.4276063010425e-06,1.86786615641765e-05,"Tidak Signfikan","Tidak Signifikan"
"ATF4",11029.6660705844,0.286949059975102,0.0595436647275523,4.81913670057201,1.44180742072518e-06,1.8846081207939e-05,"Tidak Signfikan","Tidak Signifikan"
