"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","direction"
"ENSMUSG00000025241",3561.26685451775,-0.467800786683029,0.0918213850604523,-5.09468231583572,3.49326525952091e-07,1.90601427219096e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000034154",3042.31240382474,0.554390216196286,0.108851062556097,5.09310798790392,3.52240932879957e-07,1.92129343305238e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000034826",2621.32375253291,0.489464714974436,0.0961620605998878,5.0899981959726,3.5806692103386e-07,1.95243873587051e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000021003",3026.66685449388,-0.69181255572418,0.135938058584978,-5.08917490013814,3.59624814566712e-07,1.9602986816686e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000073434",767.738135484688,-0.795308916562904,0.156281693051975,-5.08894484716395,3.60061303781418e-07,1.96204279387428e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000028029",3063.06149737047,0.519418854617706,0.102142539948009,5.08523534740855,3.6717048921601e-07,2.00013480990591e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000040746",1909.43386648616,-0.622116118761193,0.122367077939173,-5.0840154822561,3.69537796787527e-07,2.01237950268706e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000027907",10868.5820238108,0.562413986306737,0.110735993657501,5.07887244003288,3.79681518589283e-07,2.0669503427114e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000033096",2113.70714093593,0.581410333333208,0.114519679092124,5.07694693123876,3.83547941966992e-07,2.08732393239826e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000043284",1147.88540310146,0.64088899181018,0.126243559866335,5.07660741259789,3.8423362464346e-07,2.09037989394074e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000040140",18.0138101572935,5.13746797650593,1.01210223318017,5.07603659796625,3.85389093537894e-07,2.09598887499711e-06,"Signifikan","Naik"
"ENSMUSG00000034634",149.717362919094,-1.24978433618036,0.246233163154317,-5.07561337461722,3.86247965448217e-07,2.09998167330225e-06,"Signifikan","Turun"
"ENSMUSG00000046152",313.818936119745,-0.723155842699242,0.142495658885737,-5.07493244604116,3.87633691555119e-07,2.10683540942708e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000039055",290.767377316661,-0.835104899565285,0.164561279288538,-5.0747350967115,3.8803620389214e-07,2.10834256248333e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000018476",2877.3616039682,0.639936911609643,0.126172986721132,5.07190111163836,3.93861052826161e-07,2.13930077660868e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000015027",983.400081117205,-0.646035801453027,0.12738811513786,-5.07139775758423,3.94904410453889e-07,2.14427618936555e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000020692",786.159925556449,0.558900688722258,0.110215501632151,5.07098076446283,3.95770777665058e-07,2.14828767063967e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000010406",1134.47585008781,0.661742905920416,0.130518132823245,5.07012237768207,3.97559985298311e-07,2.15730423217949e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000020180",3822.55675934089,0.47075313331162,0.0928761844425696,5.06860974249768,4.00731910489604e-07,2.17381569227576e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000015247",1187.54737312514,0.478562681368579,0.0944464243687068,5.06702804862503,4.04074761180466e-07,2.19124342311005e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000017721",5533.57630557363,-0.603273513419035,0.119063509644638,-5.06682118828507,4.04513937329897e-07,2.19291876264031e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000055865",156.317320762562,-0.957351181073095,0.188981485426633,-5.06584641829775,4.06589635018182e-07,2.20346194864376e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000025037",4031.15258770838,-0.436946528383069,0.0862703883323416,-5.06484944405036,4.0872324432338e-07,2.21431209392441e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000076441",5680.07509765134,0.573627642777333,0.113263173528082,5.06455562659216,4.0935409683163e-07,2.21701649483789e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000032278",21.6331824010353,-2.82435446420879,0.557743266885552,-5.06389701480403,4.10771610680817e-07,2.22397825744167e-06,"Signifikan","Turun"
"ENSMUSG00000027288",12799.3650171418,0.408730156302037,0.0807289344364564,5.06299456514886,4.12721623669299e-07,2.23381764684785e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000028718",668.491225712375,-0.649721923384366,0.12836843109003,-5.06138400124787,4.16223945273673e-07,2.25204973988371e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000004328",106.783383570335,-1.16291993188966,0.229804206825362,-5.06048147662245,4.18199087962602e-07,2.26200971510257e-06,"Signifikan","Turun"
"ENSMUSG00000024862",2937.12187333741,0.536515686211485,0.106049539934865,5.0591043255917,4.21230370904543e-07,2.27767404794178e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000028538",930.865107918565,-0.582590641339516,0.115170366691917,-5.05851164734032,4.22541445153154e-07,2.28402980850363e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000026692",21.9820636920253,-2.85853995527657,0.565275322015448,-5.05689854827672,4.26129781403772e-07,2.30268718205286e-06,"Signifikan","Turun"
"ENSMUSG00000037885",2855.95323667003,-0.400615610949952,0.0792297814332517,-5.05637657586443,4.27297190942469e-07,2.30825476454581e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000009470",11742.6869315887,0.59479286200463,0.11772541137018,5.05237446259024,4.36351150502724e-07,2.35640816939219e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000038970",4395.96250903195,-0.418297459362579,0.0828035846853396,-5.05168297909014,4.37934126481997e-07,2.36419840388069e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000024309",1283.13615867319,0.573007202762631,0.113493745035996,5.04879984866913,4.445942310077e-07,2.39938386593194e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000060923",225.734239102665,-0.834797235275795,0.165360248854599,-5.04835497683504,4.45630558710622e-07,2.40420613507512e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000038550",789.502502579204,1.84640759737817,0.365864717264958,5.04669488542404,4.49518348111101e-07,2.42440421060049e-06,"Signifikan","Naik"
"ENSMUSG00000025575",4193.73256149793,-0.452344303115968,0.0896457455009698,-5.04590932439816,4.5136944843797e-07,2.43360831661817e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000004187",88.0148977363554,-1.29922588953374,0.257494664626179,-5.04564198027134,4.52001095002462e-07,2.43623381486922e-06,"Signifikan","Turun"
"ENSMUSG00000054021",303.666297187733,-0.725704160968057,0.143833242753749,-5.04545504970993,4.52443257099804e-07,2.43783666017488e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000000738",2328.96154550048,-0.467015041627412,0.0926109153419324,-5.04276455861739,4.58853700608607e-07,2.47158624787195e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000058443",52716.3611111172,0.546076643829782,0.108294105929078,5.0425333783854,4.59408586549826e-07,2.47378374810552e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000017724",437.142340783723,0.86596730482287,0.171774235003135,5.04131079266379,4.62353853999596e-07,2.4888472486078e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000050368",676.207461350617,-0.712725621119253,0.141410244389773,-5.04012721422607,4.65222496776925e-07,2.50348878259184e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000052369",1848.90297785363,-0.579933223694493,0.115070026206802,-5.03982872700705,4.65948647382003e-07,2.5065953113796e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000032399",60079.7739163336,0.453268019273459,0.0899973135655076,5.03646165997535,4.7421604081871e-07,2.5502554121065e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000053646",279.623559927019,-0.925438862081154,0.183757519678146,-5.03619587215845,4.74874639170085e-07,2.55298185643228e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000050635",15.6296082417903,3.89634759169756,0.773780902850028,5.03546621187773,4.76687210355685e-07,2.56190847365753e-06,"Signifikan","Naik"
"ENSMUSG00000035569",15058.5628261366,0.603449069365145,0.11985806945655,5.03469705545277,4.78605119029626e-07,2.5713953395727e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000036026",3666.64346136471,-0.559773872391489,0.111196563277228,-5.03409328394347,4.80115848707205e-07,2.5786892059113e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000018427",2227.93910824387,-0.479795094479002,0.0953329753945168,-5.03283457264881,4.83280141766495e-07,2.59485683260977e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000056708",6567.13432835267,-0.420142655420063,0.0835145164890927,-5.03077396700171,4.88503791529964e-07,2.62206784883058e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000078762",576.304897666667,-0.905192918052325,0.179957086943344,-5.03004873788219,4.90355174485675e-07,2.63116648438171e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000044066",3269.2280443308,-0.536806344701727,0.106726086869661,-5.02975758267328,4.91100344857458e-07,2.63432545610382e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000033902",1575.91903595871,-0.503478351109816,0.100150431401587,-5.02722099209888,4.9763875700648e-07,2.66854821352711e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000005374",2052.99887031051,0.730396123057213,0.145312339995259,5.02638745670907,4.99805576528209e-07,2.67931432587774e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000024222",9898.9505776679,-0.545799889276324,0.108611874201054,-5.02523221600965,5.02823735455272e-07,2.69463591903115e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000040723",272.894133589309,-0.851359395073591,0.169422014701604,-5.02508128340379,5.0321935478769e-07,2.69589802606272e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000015083",86.3508901083033,-1.33889552779747,0.266448030997878,-5.02497812719109,5.03489916959986e-07,2.69648957435504e-06,"Signifikan","Turun"
"ENSMUSG00000020184",6333.11690252627,0.437078099606404,0.0870048345071032,5.02360704531563,5.07099395186951e-07,2.71495695267341e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000029634",7393.23541045735,0.555412397825693,0.110588567435272,5.022331066462,5.10480915459822e-07,2.73219251573823e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000062031",980.728576113922,-0.655348651832526,0.130489035995116,-5.02225069589031,5.10694634968845e-07,2.73246783082472e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000026627",1989.20659138934,-0.481031889813506,0.0958004704806581,-5.02118504637851,5.13536554303839e-07,2.74680066752479e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000049878",2518.11175119158,0.461109294058177,0.0918453127156422,5.0204989282991,5.1537438702897e-07,2.75575545531718e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000020782",639.805406034167,-0.626684445073881,0.124858933058971,-5.01913983821964,5.19033581978447e-07,2.77444046138193e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000038845",6215.98759124543,0.479701997848716,0.0955762760430732,5.01904884463724,5.19279464579506e-07,2.7748738891113e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000104781",541.567616827692,0.698076392739966,0.139108088242763,5.01823007963222,5.2149698731964e-07,2.78583955345434e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000006288",1116.2079398444,-0.596558880492568,0.11889075915892,-5.01770604135141,5.22921069057602e-07,2.79256104053026e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000033953",5811.78191096935,0.611849874130571,0.121941310966749,5.01757664633777,5.23273278759171e-07,2.79355595045876e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000031931",769.261169192705,0.638859111411701,0.127325815014177,5.01751440853191,5.23442769835026e-07,2.79357507400386e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000030942",2040.31859674207,0.526348227922735,0.104917161866592,5.01679819162491,5.25397043968167e-07,2.80311642152598e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000026274",797.746593445942,-0.550164746094528,0.109692500726171,-5.01551831212164,5.28906864781938e-07,2.82094830193167e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000041530",1091.9924380613,-0.508810564435922,0.101480284175045,-5.01388588504804,5.33416296890346e-07,2.84319835613791e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000020658",592.086989267598,-0.591277484206239,0.117926626158638,-5.01394386888366,5.33255488700455e-07,2.84319835613791e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000072822",11.442274970663,6.97388905384522,1.39153584575541,5.01164887352172,5.39656087788121e-07,2.87554721714443e-06,"Signifikan","Naik"
"ENSMUSG00000022994",5659.85837511179,-0.444267798228984,0.0886591207334606,-5.01096553353607,5.41576148814187e-07,2.88486529380996e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000028330",4004.35242809779,0.46470418290457,0.0927516253853216,5.01019988570585,5.43735304550611e-07,2.89545068248678e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000026269",3241.83518180093,-0.433971465571402,0.0866683114373595,-5.00726803573484,5.52080228977052e-07,2.93895886674537e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000039048",1208.34322100376,0.536075845954384,0.107096263564234,5.0055513433749,5.5702362507016e-07,2.96433748385947e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000061731",2872.49278840994,0.483449534911907,0.0965954123082287,5.00489126097682,5.58935738033095e-07,2.97357344612994e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000020396",16.3452637008602,-3.68463431578936,0.736279815572425,-5.00439403316349,5.60380274461965e-07,2.98031682292816e-06,"Signifikan","Turun"
"ENSMUSG00000037578",418.741948694284,-0.990626078264309,0.1979564137635,-5.0042636125335,5.60759765348138e-07,2.98139340983011e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000040177",840.574581597999,0.529803521421242,0.105887024500811,5.00347916960483,5.63047527044394e-07,2.99261182461285e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000059149",98.6210217531491,-1.13640957409773,0.227150796807946,-5.00288614465463,5.64783004213187e-07,3.00088867937571e-06,"Signifikan","Turun"
"ENSMUSG00000021428",1684.89759125017,0.632604048302984,0.126535984842176,4.9994003610278,5.75088809123715e-07,3.05468308139593e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000040918",1473.08589841371,0.538319236699833,0.10772730672703,4.99705462853422,5.82125819208142e-07,3.0910862642153e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000041747",1561.18165452387,0.497981366874948,0.0997138595685567,4.99410381896378,5.91095961773578e-07,3.1377281854803e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000020707",797.97729194464,-0.542146578867487,0.108575563781351,-4.99326515088845,5.93669643029128e-07,3.15039692698533e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000026630",71.5705048299512,1.38226117494472,0.276914646567396,4.9916506478768,5.98654631256436e-07,3.17584961597223e-06,"Signifikan","Naik"
"ENSMUSG00000018040",5026.10100040963,0.487829163128226,0.0977566084138662,4.99024230733265,6.03035994427956e-07,3.19808506273321e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000035212",3301.21819689282,-0.687731914799314,0.137845542533407,-4.98914873966739,6.06459397566974e-07,3.21522775070299e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000028180",3414.81108152474,0.508283933093697,0.101945326610612,4.98584829724589,6.16905363119552e-07,3.26957900667517e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000121398",100.964511931913,-1.36601833334371,0.274007060970243,-4.9853398978359,6.18529793646406e-07,3.2771569117112e-06,"Signifikan","Turun"
"ENSMUSG00000026471",1532.56067836623,-0.670496850124532,0.134523606891803,-4.98423188031086,6.22084411813914e-07,3.29495354706596e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000020549",1385.89437906379,0.546662172128826,0.109699193919065,4.9832834007162,6.25142851826162e-07,3.31011174183928e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000052934",782.997753542435,-0.535104817978557,0.107387028904774,-4.98295579490391,6.26202603556176e-07,3.31468074148975e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000047187",6498.06933270388,0.427440479799163,0.085783326222977,4.98279209514579,6.26732794314272e-07,3.31540269892042e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000006463",1645.18497271653,0.512762496258052,0.102905939039983,4.98282704615156,6.26619558687161e-07,3.31540269892042e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000030138",3910.77430288851,0.406629068107834,0.0816086953495255,4.98266840765269,6.27133680278738e-07,3.3164814411223e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000032717",751.581704068443,0.857438349693229,0.172178810455945,4.97992957102362,6.36074167439071e-07,3.36270544155073e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000025059",846.622360689889,0.687111075379486,0.138002439533384,4.97897774635549,6.392099109193e-07,3.37822237289993e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000021096",5291.24157339293,0.450101936976944,0.0904134305394648,4.97826411730365,6.41570696724079e-07,3.38963520283654e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000033624",827.01499243403,-0.549142980005647,0.110314154805872,-4.97799199905047,6.42473113547072e-07,3.39333823271819e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000024527",2714.80629398707,0.467605328294035,0.0939377134139519,4.97782319049491,6.43033542505629e-07,3.39523323571959e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000002017",2958.06472799724,0.389445477682624,0.0782748797664772,4.97535708575322,6.51274696685893e-07,3.43766875949751e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000102101",137.467852123557,-1.10640381144988,0.222381513623069,-4.97525083548626,6.51632038142783e-07,3.43847704739836e-06,"Signifikan","Turun"
"ENSMUSG00000049409",168.390754130652,-0.905510544174151,0.182024485942054,-4.97466337832381,6.53611190179051e-07,3.44783998127658e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000037991",183.55849998503,-0.914608109693556,0.18385757448215,-4.97454680488211,6.54004616096835e-07,3.44883486559302e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000022337",3407.61765930444,0.497214592192432,0.100046853947512,4.96981736630406,6.70159953262109e-07,3.53292213307057e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000029394",9304.93119889818,0.422474597918604,0.0850153161801925,4.96939395041662,6.7162491450248e-07,3.53953687336236e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000026890",4172.57988495193,-0.772246159762607,0.155438378523505,-4.96818203520974,6.75835052897729e-07,3.56061033188109e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000040565",5376.48669539641,0.623682787488126,0.125579402863498,4.96644173540192,6.81925283286171e-07,3.59157269939711e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000028016",1038.65495821858,0.625474420976838,0.125973256091964,4.9651365724819,6.86527406658995e-07,3.6146805732721e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000023908",493.30957951805,-0.605661689964999,0.121991827841899,-4.96477264649183,6.87815969399635e-07,3.6192016539847e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000064120",3775.37405944645,-0.492666880220072,0.0992322655384174,-4.9647851688858,6.87771592326591e-07,3.6192016539847e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000032423",6962.01888600935,0.550701265093895,0.110925474184271,4.96460591350785,6.88407103587413e-07,3.62118050927987e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000109324",6398.18965797698,0.435540781133374,0.087731330296661,4.9644839495834,6.88839823787983e-07,3.62232509461026e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000116498",120.978142754452,-1.07032469925145,0.21562609810026,-4.9637994133427,6.91273382457808e-07,3.63398726625806e-06,"Signifikan","Turun"
"ENSMUSG00000090709",16.4457251797607,5.60875077807147,1.1301170073312,4.96298236526559,6.94188872635836e-07,3.64817485563115e-06,"Signifikan","Naik"
"ENSMUSG00000038563",1596.70527018883,0.429833320627573,0.0866222222151176,4.96215993582022,6.97135528960853e-07,3.66251732812569e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000050721",5281.12871683313,0.407478319943908,0.0821242019739904,4.96173247531782,6.98671819737861e-07,3.66944357478044e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000000409",284.428269598981,0.952667724397234,0.192043091500342,4.9606977108861,7.02404275720723e-07,3.6878962253151e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000039748",499.310042044057,-0.682916561130674,0.137673089707281,-4.9604215506653,7.03403645203106e-07,3.69199207541456e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000037119",10204.3751385619,0.495657827227453,0.0999257652456775,4.9602605094775,7.03987053816028e-07,3.69390277723723e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000044475",1920.08785334359,-0.506505463958892,0.10211490321564,-4.96015222077118,7.04379616603161e-07,3.69481121008225e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000079658",3057.76849707684,0.406485575255112,0.0819559835839981,4.95980351255865,7.05645169794863e-07,3.70029690719586e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000031628",2648.52880194269,0.435056685164592,0.0877510019256806,4.95785433348165,7.12759699238962e-07,3.73644078947249e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000049800",2796.96828306011,0.576348418149403,0.116283314052349,4.95641548270578,7.18055809896249e-07,3.76303259478153e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000032121",225.63595142983,-0.814279878331644,0.164314117553316,-4.95562943985888,7.20965063393417e-07,3.77710321637161e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000044405",9.3862921887326,6.6905481600168,1.35050395922419,4.95411221442125,7.26612672588222e-07,3.80432343937826e-06,"Signifikan","Naik"
"ENSMUSG00000048897",2266.77484731025,-0.459770139969251,0.0928046401649103,-4.95417189433908,7.26389721359903e-07,3.80432343937826e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000078898",63.8911510808421,1.75689095456178,0.354656046209951,4.9537882501564,7.27824083585064e-07,3.80948147945456e-06,"Signifikan","Naik"
"ENSMUSG00000000823",1839.23579890245,-0.507617877143977,0.102506998512899,-4.95203141744609,7.34427432370171e-07,3.84284931828743e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000027763",8118.35501144106,-0.536003693301812,0.10825114107928,-4.95148307867958,7.36500247360477e-07,3.85249803201482e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000020340",9.37798822585448,6.68951081676622,1.35143058804466,4.94994776346231,7.42334030140835e-07,3.88180757748801e-06,"Signifikan","Naik"
"ENSMUSG00000053684",595.925280020301,0.609562223490966,0.123179477024505,4.94856966611166,7.47608319586295e-07,3.90817413386962e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000039005",2839.37673435164,0.755235366364178,0.152620444008142,4.94845478449721,7.48049623928055e-07,3.90926740152098e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000034473",1022.62306804828,0.505788470439523,0.102237954573942,4.94716930270468,7.53004798489607e-07,3.93337145123196e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000025049",673.360552598769,0.766332751602846,0.154904287242506,4.94713713380402,7.53129205295869e-07,3.93337145123196e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000015947",11.323166127485,6.95833006257532,1.40660099096565,4.94691110504503,7.5400388492359e-07,3.93671857809098e-06,"Signifikan","Naik"
"ENSMUSG00000028175",334.41968401639,-1.16118347474894,0.234745109210167,-4.94657153308074,7.55319790521443e-07,3.94236659417237e-06,"Signifikan","Turun"
"ENSMUSG00000068205",257.405804310688,-0.797258204686432,0.161207203554303,-4.94554949846194,7.59293731445777e-07,3.96188033780105e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000010045",2058.64832060244,0.476639854118097,0.0963852877329825,4.94515154053945,7.60846538783063e-07,3.96875279430893e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000109321",134.800946068626,-1.33467576791361,0.270017284003289,-4.94292716423793,7.69582413185225e-07,4.01307794153386e-06,"Signifikan","Turun"
"ENSMUSG00000028703",3767.16977349065,0.442006249845591,0.0894280478933536,4.9425908342839,7.70911674597077e-07,4.01876494639801e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000059552",4222.79593731032,0.584332562381067,0.118266378018706,4.94081726497658,7.77957933977708e-07,4.05424193510265e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000037331",12779.2667531329,0.46075659315002,0.0932646420851909,4.94031374429283,7.79969664307024e-07,4.06346819542131e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000076432",18601.8095457454,0.374488658314461,0.0758077423324889,4.93997904161256,7.81309682860609e-07,4.06919036189512e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000042851",156.919105284435,-0.918667061078787,0.185979654076605,-4.93961054847639,7.82787549865385e-07,4.07562670520512e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000040466",2098.26292734193,0.622670843261718,0.126063011673569,4.9393619507844,7.83786088610469e-07,4.07830351051393e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000056999",9477.33952458522,0.395162351842756,0.0800018206095279,4.93941698866406,7.83564913064768e-07,4.07830351051393e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000050296",15.8200767690488,4.51311813014098,0.913749900586034,4.93911750605552,7.84769142501612e-07,4.08215718920054e-06,"Signifikan","Naik"
"ENSMUSG00000015536",1381.36996295033,0.445106670090059,0.0901403427016408,4.93792964115231,7.89563168377439e-07,4.10582601270516e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000010609",393.751557542296,-0.637592967560621,0.129138410528023,-4.93728368619083,7.92181963493244e-07,4.11817224492104e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000046876",1136.81239982,-0.591803424883504,0.119892928647958,-4.93609949775452,7.97004578482414e-07,4.14196391743422e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000026676",67.5145790605132,-1.51408915272744,0.306802725048686,-4.93505770682828,8.01270650358936e-07,4.16284949421282e-06,"Signifikan","Turun"
"ENSMUSG00000030530",15245.9071407372,-0.466627813162809,0.0945866747787621,-4.93333563373752,8.08370705497031e-07,4.19817427239602e-06,"Tidak Signfikan","Tidak Signifikan"
"ENSMUSG00000020775",1850.95848956982,0.497240235438844,0.100792869310596,4.93328782918745,8.08568664056319e-07,4.19817427239602e-06,"Tidak Signfikan","Tidak Signifikan"
